name,year,dist_ly,mass_e,method,facility
HD 187123 b,1998,149.9,,Radial Velocity,W. M. Keck Observatory
HD 187123 c,2008,149.9,912.2,Radial Velocity,W. M. Keck Observatory
HD 18742 b,2011,530.6,,Radial Velocity,W. M. Keck Observatory
HD 188015 b,2004,165.3,,Radial Velocity,W. M. Keck Observatory
HD 189733 b,2005,64.5,362.3,Radial Velocity,Haute-Provence Observatory
HD 190360 b,2003,52.2,572.1,Radial Velocity,Haute-Provence Observatory
HD 190360 c,2005,52.2,25.4,Radial Velocity,W. M. Keck Observatory
HD 190647 b,2007,177.7,,Radial Velocity,La Silla Observatory
HD 190984 b,2009,483.3,1137.8,Radial Velocity,La Silla Observatory
HD 192263 b,1999,64.0,,Radial Velocity,La Silla Observatory
HD 192310 b,2011,28.7,,Radial Velocity,La Silla Observatory
HD 192310 c,2011,28.7,,Radial Velocity,La Silla Observatory
HD 192699 b,2007,234.4,,Radial Velocity,Lick Observatory
HD 195019 b,1998,122.9,,Radial Velocity,Lick Observatory
HD 196050 b,2002,165.3,1493.8,Radial Velocity,Anglo-Australian Telescope
HD 196885 A b,2007,111.4,,Radial Velocity,Haute-Provence Observatory
HD 197037 b,2012,108.3,,Radial Velocity,McDonald Observatory
HD 19994 b,2003,73.5,,Radial Velocity,La Silla Observatory
HD 20003 b,2019,136.4,,Radial Velocity,La Silla Observatory
Kepler-1713 b,2021,963.1,,Transit,Kepler
Kepler-781 b,2016,3471.8,,Transit,Kepler
HD 20003 c,2019,136.4,,Radial Velocity,La Silla Observatory
HD 200964 b,2010,236.8,,Radial Velocity,Lick Observatory
HD 200964 c,2010,236.8,,Radial Velocity,Lick Observatory
HD 202206 c,2004,149.9,5689.2,Radial Velocity,La Silla Observatory
HD 2039 b,2002,279.5,,Radial Velocity,Anglo-Australian Telescope
HD 204313 b,2010,155.9,1466.8,Radial Velocity,La Silla Observatory
HD 204313 c,2015,155.9,,Radial Velocity,La Silla Observatory
HD 204941 b,2011,93.7,,Radial Velocity,La Silla Observatory
HD 205739 b,2008,301.7,,Radial Velocity,Las Campanas Observatory
HD 206610 b,2009,480.1,,Radial Velocity,W. M. Keck Observatory
Kepler-783 c,2020,1683.3,,Transit,Kepler
HD 20781 b,2019,117.3,,Radial Velocity,La Silla Observatory
HD 20781 c,2019,117.3,,Radial Velocity,La Silla Observatory
HD 20782 b,2006,117.4,,Radial Velocity,Anglo-Australian Telescope
HD 20794 b,2011,19.6,,Radial Velocity,La Silla Observatory
HD 20794 d,2011,19.6,,Radial Velocity,La Silla Observatory
HD 208487 b,2004,147.2,,Radial Velocity,Anglo-Australian Telescope
HD 20868 b,2008,155.6,,Radial Velocity,La Silla Observatory
HD 209458 b,1999,157.5,219.3,Radial Velocity,W. M. Keck Observatory
HD 210277 b,1998,69.5,,Radial Velocity,W. M. Keck Observatory
HD 210702 b,2007,176.8,,Radial Velocity,Lick Observatory
HD 212301 b,2005,176.9,,Radial Velocity,La Silla Observatory
HD 212771 b,2009,362.5,,Radial Velocity,W. M. Keck Observatory
HD 213240 b,2001,133.3,1655.9,Radial Velocity,La Silla Observatory
HD 215152 b,2018,70.4,565.4,Radial Velocity,La Silla Observatory
HD 215152 c,2018,70.4,468.8,Radial Velocity,La Silla Observatory
HD 215497 b,2009,132.2,1588.8,Radial Velocity,La Silla Observatory
HD 215497 c,2009,132.2,111.2,Radial Velocity,La Silla Observatory
HD 216435 b,2002,107.6,,Radial Velocity,Anglo-Australian Telescope
HD 216437 b,2002,87.1,1233.2,Radial Velocity,Anglo-Australian Telescope
HD 216770 b,2003,119.6,,Radial Velocity,La Silla Observatory
HD 21693 b,2019,108.5,,Radial Velocity,La Silla Observatory
HD 21693 c,2019,108.5,,Radial Velocity,La Silla Observatory
HD 217107 b,1998,65.4,459.6,Radial Velocity,Lick Observatory
HD 217107 c,2005,65.4,1430.2,Radial Velocity,Lick Observatory
HD 217786 b,2011,181.0,4402.6,Radial Velocity,La Silla Observatory
HD 218566 b,2010,94.0,,Radial Velocity,W. M. Keck Observatory
91 Aqr b,2013,143.6,,Radial Velocity,Lick Observatory
HD 219828 b,2007,238.5,,Radial Velocity,La Silla Observatory
HD 220773 b,2011,164.7,,Radial Velocity,McDonald Observatory
HD 221287 b,2007,182.4,,Radial Velocity,La Silla Observatory
HD 222582 b,1999,137.5,,Radial Velocity,W. M. Keck Observatory
HD 224693 b,2006,305.0,,Radial Velocity,W. M. Keck Observatory
HD 22781 b,2011,106.3,,Radial Velocity,Haute-Provence Observatory
HD 23079 b,2001,109.1,,Radial Velocity,Anglo-Australian Telescope
HD 23127 b,2006,306.1,,Radial Velocity,Anglo-Australian Telescope
HD 231701 b,2007,355.1,,Radial Velocity,W. M. Keck Observatory
HD 23596 b,2003,169.6,3786.6,Radial Velocity,Haute-Provence Observatory
HD 240210 b,2009,1214.6,,Radial Velocity,McDonald Observatory
HD 240237 b,2011,3044.3,,Radial Velocity,McDonald Observatory
Kepler-1738 b,2021,4249.4,,Transit,Kepler
HD 25171 b,2010,181.4,,Radial Velocity,La Silla Observatory
HD 2638 b,2005,179.3,,Radial Velocity,La Silla Observatory
HD 27442 b,2000,59.6,,Radial Velocity,Anglo-Australian Telescope
HD 27894 b,2005,142.9,,Radial Velocity,La Silla Observatory
HD 28185 b,2001,128.4,,Radial Velocity,La Silla Observatory
HD 28254 b,2010,180.3,1207.7,Radial Velocity,La Silla Observatory
HD 285968 b,2008,30.9,,Radial Velocity,La Silla Observatory
HD 28678 b,2011,619.4,,Radial Velocity,W. M. Keck Observatory
HD 290327 b,2009,184.1,,Radial Velocity,La Silla Observatory
HD 30177 b,2002,181.3,2622.1,Radial Velocity,Anglo-Australian Telescope
HD 30562 b,2009,85.3,467.2,Radial Velocity,Lick Observatory
HD 30856 b,2011,427.9,,Radial Velocity,W. M. Keck Observatory
HD 31253 b,2010,189.6,,Radial Velocity,W. M. Keck Observatory
HD 31527 b,2019,125.4,,Radial Velocity,La Silla Observatory
HD 31527 c,2019,125.4,,Radial Velocity,La Silla Observatory
HD 31527 d,2019,125.4,,Radial Velocity,La Silla Observatory
HD 32518 b,2009,398.3,,Radial Velocity,Thueringer Landessternwarte Tautenburg
HD 330075 b,2004,147.7,,Radial Velocity,La Silla Observatory
HD 33142 b,2011,395.9,,Radial Velocity,W. M. Keck Observatory
HD 33283 b,2006,293.1,,Radial Velocity,W. M. Keck Observatory
HD 33564 b,2005,68.3,,Radial Velocity,Haute-Provence Observatory
HD 34445 b,2009,150.3,,Radial Velocity,W. M. Keck Observatory
HD 3651 b,2003,36.3,,Radial Velocity,Multiple Observatories
HD 37124 b,2002,103.3,,Radial Velocity,W. M. Keck Observatory
HD 37124 c,2002,103.3,,Radial Velocity,W. M. Keck Observatory
HD 37124 d,2005,103.3,,Radial Velocity,W. M. Keck Observatory
HD 37605 b,2004,152.6,,Radial Velocity,McDonald Observatory
HD 38529 b,2000,138.1,,Radial Velocity,Multiple Observatories
HD 38529 c,2000,138.1,5720.9,Radial Velocity,Multiple Observatories
HD 38801 b,2009,298.2,,Radial Velocity,Subaru Telescope
HD 39091 b,2001,59.6,3917.2,Radial Velocity,Anglo-Australian Telescope
HD 40307 b,2009,42.2,1189.0,Radial Velocity,La Silla Observatory
HD 40307 c,2009,42.2,1868.5,Radial Velocity,La Silla Observatory
HD 40307 d,2009,42.2,1775.4,Radial Velocity,La Silla Observatory
HD 40979 b,2002,111.2,,Radial Velocity,Multiple Observatories
HD 41004 A b,2004,119.7,,Radial Velocity,La Silla Observatory
HD 41004 B b,2003,135.5,,Radial Velocity,La Silla Observatory
HD 4113 b,2007,136.6,,Radial Velocity,La Silla Observatory
HD 4203 b,2001,265.4,,Radial Velocity,W. M. Keck Observatory
HD 4208 b,2001,111.5,,Radial Velocity,W. M. Keck Observatory
Kepler-272 c,2014,2901.5,97.8,Transit,Kepler
HD 4308 b,2005,71.8,,Radial Velocity,La Silla Observatory
HD 4313 b,2009,444.6,,Radial Velocity,W. M. Keck Observatory
HD 43197 b,2010,203.6,,Radial Velocity,La Silla Observatory
HD 43691 b,2007,279.2,,Radial Velocity,Haute-Provence Observatory
HD 44219 b,2010,172.6,184.3,Radial Velocity,La Silla Observatory
HD 45184 b,2019,71.6,,Radial Velocity,La Silla Observatory
HD 45350 b,2004,152.9,,Radial Velocity,W. M. Keck Observatory
HD 45364 b,2008,112.0,,Radial Velocity,La Silla Observatory
HD 45364 c,2008,112.0,,Radial Velocity,La Silla Observatory
HD 45652 b,2008,113.7,,Radial Velocity,Haute-Provence Observatory
HD 46375 b,2000,96.4,,Radial Velocity,W. M. Keck Observatory
HD 47186 b,2008,122.2,,Radial Velocity,La Silla Observatory
HD 47186 c,2008,122.2,,Radial Velocity,La Silla Observatory
HD 47536 b,2002,399.7,,Radial Velocity,La Silla Observatory
HD 48265 b,2008,295.3,2351.9,Radial Velocity,Las Campanas Observatory
HD 49674 b,2002,140.4,,Radial Velocity,W. M. Keck Observatory
HD 50499 b,2005,151.0,,Radial Velocity,W. M. Keck Observatory
HD 50554 b,2002,101.7,1859.3,Radial Velocity,Lick Observatory
HD 51608 b,2019,114.3,,Radial Velocity,La Silla Observatory
HD 51608 c,2019,114.3,,Radial Velocity,La Silla Observatory
Kepler-273 b,2014,2328.6,,Transit,Kepler
HD 52265 b,2000,97.8,,Radial Velocity,W. M. Keck Observatory
HD 5319 b,2007,396.0,,Radial Velocity,W. M. Keck Observatory
HD 5891 b,2011,924.7,,Radial Velocity,W. M. Keck Observatory
HD 59686 A b,2016,291.2,,Radial Velocity,Lick Observatory
HD 60532 b,2008,84.7,,Radial Velocity,La Silla Observatory
HD 60532 c,2008,84.7,,Radial Velocity,La Silla Observatory
HD 63454 b,2005,122.9,,Radial Velocity,La Silla Observatory
HD 63765 b,2011,106.1,,Radial Velocity,La Silla Observatory
HD 6434 b,2003,138.2,,Radial Velocity,La Silla Observatory
Kepler-1739 b,2021,2556.0,,Transit,Kepler
HD 65216 b,2003,114.5,,Radial Velocity,La Silla Observatory
HD 66428 b,2005,173.8,3478.9,Radial Velocity,W. M. Keck Observatory
HD 6718 b,2009,167.5,19956.4,Radial Velocity,La Silla Observatory
HD 68988 b,2001,198.4,,Radial Velocity,Multiple Observatories
HD 69830 b,2006,41.0,,Radial Velocity,La Silla Observatory
HD 69830 c,2006,41.0,,Radial Velocity,La Silla Observatory
HD 69830 d,2006,41.0,,Radial Velocity,La Silla Observatory
HD 70573 b,2007,193.0,,Radial Velocity,La Silla Observatory
HD 70642 b,2003,95.5,1239.5,Radial Velocity,Anglo-Australian Telescope
HD 7199 b,2011,117.9,3639.1,Radial Velocity,La Silla Observatory
HD 72659 b,2002,169.3,949.7,Radial Velocity,W. M. Keck Observatory
HD 73267 b,2008,164.4,1321.5,Radial Velocity,La Silla Observatory
HD 73526 b,2002,317.2,,Radial Velocity,Anglo-Australian Telescope
HD 73526 c,2005,317.2,,Radial Velocity,Anglo-Australian Telescope
HD 73534 b,2008,271.8,,Radial Velocity,W. M. Keck Observatory
HD 74156 b,2003,187.9,,Radial Velocity,Haute-Provence Observatory
HD 74156 c,2003,187.9,2754.0,Radial Velocity,Haute-Provence Observatory
HD 7449 b,2011,126.1,2597.9,Radial Velocity,La Silla Observatory
HD 75289 b,1999,95.0,,Radial Velocity,La Silla Observatory
HD 75898 b,2007,254.6,,Radial Velocity,W. M. Keck Observatory
HD 76700 b,2002,198.6,,Radial Velocity,Anglo-Australian Telescope
HD 7924 b,2008,55.4,2058.3,Radial Velocity,W. M. Keck Observatory
HD 79498 b,2011,159.6,,Radial Velocity,McDonald Observatory
HD 80606 b,2001,216.8,1323.5,Radial Velocity,Multiple Observatories
HD 81040 b,2005,112.3,2510.8,Radial Velocity,Multiple Observatories
HD 81688 b,2007,279.6,,Radial Velocity,Okayama Astrophysical Observatory
HD 82886 b,2011,414.4,,Radial Velocity,W. M. Keck Observatory
HD 82943 b,2003,90.0,534.2,Radial Velocity,La Silla Observatory
HD 82943 c,2003,90.0,622.6,Radial Velocity,La Silla Observatory
HD 83443 b,2002,133.4,,Radial Velocity,Multiple Observatories
HD 8535 b,2010,180.8,,Radial Velocity,La Silla Observatory
HD 85390 b,2011,109.3,,Radial Velocity,La Silla Observatory
HD 8574 b,2002,146.2,,Radial Velocity,Haute-Provence Observatory
HD 86081 b,2006,339.0,,Radial Velocity,W. M. Keck Observatory
HD 86226 b,2009,149.0,143.0,Radial Velocity,Las Campanas Observatory
HD 86264 b,2009,221.2,3909.3,Radial Velocity,Lick Observatory
HD 8673 b,2009,123.5,4210.6,Radial Velocity,Thueringer Landessternwarte Tautenburg
HD 87883 b,2009,59.7,6674.4,Radial Velocity,Lick Observatory
HD 88133 b,2004,240.1,324.2,Radial Velocity,W. M. Keck Observatory
Kepler-782 b,2016,1457.4,,Transit,Kepler
HD 89307 b,2009,104.4,642.0,Radial Velocity,Lick Observatory
HD 89744 b,1999,126.0,,Radial Velocity,Fred Lawrence Whipple Observatory
HD 90156 b,2011,71.6,,Radial Velocity,La Silla Observatory
HD 92788 b,2000,113.0,,Radial Velocity,Multiple Observatories
HD 93083 b,2005,93.0,,Radial Velocity,La Silla Observatory
HD 9446 b,2009,164.2,,Radial Velocity,Haute-Provence Observatory
HD 9446 c,2009,164.2,,Radial Velocity,Haute-Provence Observatory
HD 95089 b,2009,446.7,,Radial Velocity,W. M. Keck Observatory
HD 96063 b,2011,456.8,,Radial Velocity,W. M. Keck Observatory
HD 96127 b,2011,1916.7,1207.7,Radial Velocity,McDonald Observatory
HD 96167 b,2009,278.2,,Radial Velocity,W. M. Keck Observatory
HD 97658 b,2010,70.3,8.3,Radial Velocity,W. M. Keck Observatory
HD 98219 b,2011,370.9,,Radial Velocity,W. M. Keck Observatory
HD 99109 b,2005,178.7,,Radial Velocity,W. M. Keck Observatory
HD 99492 b,2004,59.4,,Radial Velocity,W. M. Keck Observatory
HD 99706 b,2011,478.1,,Radial Velocity,W. M. Keck Observatory
HIP 12961 b,2010,76.2,,Radial Velocity,La Silla Observatory
HIP 14810 b,2005,164.6,,Radial Velocity,W. M. Keck Observatory
HIP 14810 c,2006,164.6,,Radial Velocity,W. M. Keck Observatory
HIP 14810 d,2009,164.6,,Radial Velocity,W. M. Keck Observatory
HIP 5158 b,2009,168.3,,Radial Velocity,La Silla Observatory
GJ 1148 b,2010,35.9,,Radial Velocity,W. M. Keck Observatory
HIP 57274 b,2011,84.3,3359.4,Radial Velocity,W. M. Keck Observatory
HIP 57274 c,2011,84.3,,Radial Velocity,W. M. Keck Observatory
HIP 57274 d,2011,84.3,,Radial Velocity,W. M. Keck Observatory
HIP 70849 b,2011,78.5,1446.1,Radial Velocity,La Silla Observatory
iot Dra b,2002,102.2,,Radial Velocity,Lick Observatory
HIP 78530 b,2010,446.0,7700.0,Imaging,Gemini Observatory
HIP 79431 b,2009,47.4,,Radial Velocity,W. M. Keck Observatory
HR 810 b,1999,56.5,1970.5,Radial Velocity,La Silla Observatory
HR 8799 b,2008,134.5,2000.0,Imaging,Gemini Observatory
HR 8799 c,2008,134.5,3000.0,Imaging,Gemini Observatory
HR 8799 d,2008,134.5,3000.0,Imaging,W. M. Keck Observatory
HR 8799 e,2010,134.5,3178.3,Imaging,W. M. Keck Observatory
kap CrB b,2007,98.1,635.7,Radial Velocity,Lick Observatory
xi Aql b,2007,183.3,,Radial Velocity,Okayama Astrophysical Observatory
Lupus-TR-3 b,2007,2522.5,257.4,Transit,Multiple Observatories
MOA-2007-BLG-192L b,2008,3261.6,3.3,Microlensing,MOA
MOA-2007-BLG-400L b,2008,18917.0,260.0,Microlensing,MOA
MOA-2008-BLG-310L b,2009,19569.4,74.0,Microlensing,MOA
MOA-2009-BLG-266L b,2011,9915.1,10.4,Microlensing,MOA
MOA-2009-BLG-319L b,2010,22994.0,67.3,Microlensing,MOA
MOA-2009-BLG-387L b,2010,18558.3,830.0,Microlensing,MOA
BD-13 2130 b,2007,3017.6,,Radial Velocity,La Silla Observatory
OGLE-2005-BLG-071L b,2005,10437.0,1200.0,Microlensing,OGLE
OGLE-2005-BLG-169L b,2006,13046.2,13.2,Microlensing,OGLE
OGLE-2005-BLG-390L b,2005,21526.3,5.5,Microlensing,OGLE
OGLE-2006-BLG-109L b,2008,4859.7,230.0,Microlensing,OGLE
OGLE-2006-BLG-109L c,2008,4859.7,86.0,Microlensing,OGLE
OGLE-2007-BLG-368L b,2009,19243.2,20.0,Microlensing,OGLE
OGLE-2003-BLG-235L b,2004,18917.0,830.0,Microlensing,OGLE
OGLE2-TR-L9 b,2008,5308.6,1379.4,Transit,OGLE
OGLE-TR-10 b,2004,4386.7,181.2,Transit,OGLE
OGLE-TR-111 b,2004,3484.4,168.4,Transit,OGLE
OGLE-TR-113 b,2004,1847.5,343.3,Transit,OGLE
OGLE-TR-132 b,2004,6564.3,378.2,Transit,OGLE
OGLE-TR-182 b,2007,8159.6,340.1,Transit,OGLE
OGLE-TR-211 b,2007,4942.1,327.4,Transit,OGLE
OGLE-TR-56 b,2002,7058.8,441.8,Transit,OGLE
Kepler-743 b,2016,909.9,,Transit,Kepler
PSR B1257+12 b,1994,1956.9,0.0,Pulsar Timing,Arecibo Observatory
PSR B1257+12 c,1992,1956.9,4.3,Pulsar Timing,Arecibo Observatory
PSR B1257+12 d,1992,1956.9,3.9,Pulsar Timing,Arecibo Observatory
Qatar-1 b,2010,605.4,346.4,Transit,Qatar
Qatar-2 b,2011,591.6,783.8,Transit,Qatar
rho CrB b,1997,57.0,,Radial Velocity,Fred Lawrence Whipple Observatory
tau Boo b,1996,51.1,1891.0,Radial Velocity,Lick Observatory
TrES-1 b,2004,520.7,221.5,Transit,TrES
TrES-3 b,2007,754.5,513.3,Transit,TrES
TrES-4 b,2007,1682.9,294.0,Transit,TrES
TrES-5 b,2011,1175.2,568.9,Transit,TrES
ups And b,1996,43.7,,Radial Velocity,Lick Observatory
ups And c,1999,43.7,4443.2,Radial Velocity,Multiple Observatories
ups And d,1999,43.7,3257.7,Radial Velocity,Multiple Observatories
USco CTIO 108 b,2008,469.7,4449.6,Imaging,Teide Observatory
V0391 Peg b,2007,3900.8,,Pulsation Timing Variations,Multiple Observatories
WASP-10 b,2008,459.9,940.8,Transit,SuperWASP
WASP-11 b,2008,406.8,154.8,Transit,SuperWASP
WASP-12 b,2008,1393.5,445.0,Transit,SuperWASP
WASP-13 b,2009,742.1,158.9,Transit,SuperWASP
WASP-14 b,2008,528.4,2294.7,Transit,SuperWASP
WASP-15 b,2009,920.1,175.1,Transit,SuperWASP
WASP-16 b,2009,633.2,288.6,Transit,SuperWASP
WASP-17 b,2009,1323.9,162.1,Transit,SuperWASP
WASP-18 b,2009,402.7,3299.1,Transit,SuperWASP
WASP-19 b,2009,875.2,362.0,Transit,SuperWASP
WASP-1 b,2007,1282.0,271.4,Transit,SuperWASP
Kepler-747 b,2016,10917.0,,Transit,Kepler
WASP-21 b,2010,842.9,92.2,Transit,SuperWASP
WASP-22 b,2010,1036.0,196.1,Transit,SuperWASP
WASP-24 b,2010,1050.6,394.1,Transit,SuperWASP
WASP-25 b,2010,689.5,184.3,Transit,SuperWASP
WASP-26 b,2010,824.4,326.7,Transit,SuperWASP
WASP-28 b,2014,1136.6,294.6,Transit,SuperWASP
WASP-29 b,2010,285.7,77.9,Transit,SuperWASP
WASP-2 b,2007,499.8,290.5,Transit,SuperWASP
WASP-31 b,2010,1251.9,151.9,Transit,SuperWASP
WASP-32 b,2010,900.2,1109.2,Transit,SuperWASP
WASP-33 b,2010,397.7,371.9,Transit,SuperWASP
WASP-34 b,2010,430.8,178.0,Transit,SuperWASP
WASP-35 b,2011,659.5,228.8,Transit,SuperWASP
WASP-36 b,2011,1260.1,726.6,Transit,SuperWASP
WASP-37 b,2010,1281.1,572.1,Transit,SuperWASP
WASP-38 b,2010,444.4,858.1,Transit,SuperWASP
WASP-39 b,2011,697.9,89.0,Transit,SuperWASP
WASP-3 b,2007,753.9,617.9,Transit,SuperWASP
WASP-41 b,2011,532.8,292.4,Transit,SuperWASP
WASP-43 b,2011,282.9,572.1,Transit,SuperWASP
WASP-44 b,2011,1188.9,282.5,Transit,SuperWASP
WASP-45 b,2011,688.8,306.4,Transit,SuperWASP
WASP-46 b,2011,1224.1,607.1,Transit,SuperWASP
WASP-48 b,2011,1481.2,327.7,Transit,SuperWASP
WASP-4 b,2007,871.5,393.1,Transit,SuperWASP
WASP-50 b,2011,602.9,466.6,Transit,SuperWASP
WASP-5 b,2008,1008.3,502.1,Transit,SuperWASP
WASP-6 b,2009,642.9,148.4,Transit,SuperWASP
WASP-7 b,2008,529.4,311.5,Transit,SuperWASP
WASP-8 b,2010,293.4,713.2,Transit,SuperWASP
XO-1 b,2006,533.4,292.4,Transit,XO
XO-2 N b,2007,503.2,179.9,Transit,XO
XO-3 b,2007,694.9,2317.0,Transit,XO
XO-4 b,2010,889.3,565.7,Transit,Lowell Observatory
XO-5 b,2008,900.9,378.2,Transit,XO
11 Com b,2007,303.9,,Radial Velocity,Xinglong Station
alf Ari b,2010,65.9,,Radial Velocity,Bohyunsan Optical Astronomical Observatory
CoRoT-16 b,2011,2388.8,168.1,Transit,CoRoT
HD 106515 A b,2012,111.2,3025.1,Radial Velocity,La Silla Observatory
HD 166724 b,2012,147.2,1207.7,Radial Velocity,La Silla Observatory
HD 180314 b,2010,399.1,,Radial Velocity,Subaru Telescope
HD 196067 b,2012,130.2,3623.2,Radial Velocity,La Silla Observatory
HD 220689 b,2012,152.9,381.4,Radial Velocity,La Silla Observatory
HD 27631 b,2012,164.0,495.8,Radial Velocity,La Silla Observatory
HD 38283 b,2010,124.1,,Radial Velocity,Anglo-Australian Telescope
HD 65216 c,2013,114.5,,Radial Velocity,La Silla Observatory
HD 98649 b,2012,137.5,3082.9,Radial Velocity,La Silla Observatory
HIP 5158 c,2011,168.3,,Radial Velocity,La Silla Observatory
Kepler-471 b,2016,4075.0,,Transit,Kepler
HN Peg b,2006,59.1,6991.6,Imaging,Spitzer Space Telescope
LkCa 15 b,2015,515.8,,Imaging,Large Binocular Telescope Observatory
NN Ser c,2010,1682.4,2329.6,Eclipse Timing Variations,Multiple Observatories
NN Ser d,2010,1682.4,731.0,Eclipse Timing Variations,Multiple Observatories
nu Oph b,2012,150.7,7057.7,Radial Velocity,Okayama Astrophysical Observatory
nu Oph c,2012,150.7,7838.3,Radial Velocity,Okayama Astrophysical Observatory
NY Vir b,2011,1774.4,731.0,Eclipse Timing Variations,Multiple Observatories
Kepler-749 b,2016,2351.7,,Transit,Kepler
Ross 458 c,2010,37.5,1907.0,Imaging,Las Campanas Observatory
tau Gem b,2013,367.0,,Radial Velocity,Lick Observatory
WASP-23 b,2010,676.7,279.4,Transit,SuperWASP
KOI-55 b,2011,4015.0,0.4,Orbital Brightness Modulation,Kepler
KOI-55 c,2011,4015.0,0.7,Orbital Brightness Modulation,Kepler
MOA-2010-BLG-477L b,2012,7501.6,480.0,Microlensing,MOA
HD 142 c,2012,85.4,3464.6,Radial Velocity,Anglo-Australian Telescope
HATS-1 b,2012,926.2,556.2,Transit,HATSouth
WASP-78 b,2012,2460.1,282.9,Transit,SuperWASP
Kepler-750 b,2016,4227.0,,Transit,Kepler
WASP-79 b,2012,804.6,267.9,Transit,SuperWASP
KELT-1 b,2012,875.5,8654.1,Transit,KELT
KELT-2 A b,2012,437.2,540.3,Transit,KELT
Kepler-36 b,2012,1722.0,6.4,Transit,Kepler
GJ 3470 b,2012,96.0,13.7,Radial Velocity,La Silla Observatory
BD+20 274 b,2012,4313.4,,Radial Velocity,McDonald Observatory
HD 219415 b,2012,538.8,,Radial Velocity,McDonald Observatory
Pr0201 b,2012,589.2,,Radial Velocity,Fred Lawrence Whipple Observatory
Pr0211 b,2012,595.9,,Radial Velocity,Fred Lawrence Whipple Observatory
HD 77338 b,2012,149.8,15.9,Radial Velocity,La Silla Observatory
HD 207832 b,2012,192.2,,Radial Velocity,W. M. Keck Observatory
HD 207832 c,2012,192.2,,Radial Velocity,W. M. Keck Observatory
HAT-P-39 b,2012,2273.3,190.4,Transit,HATNet
HAT-P-40 b,2012,1514.9,184.7,Transit,HATNet
HAT-P-41 b,2012,1135.6,378.2,Transit,HATNet
HD 5608 b,2012,189.5,,Radial Velocity,Okayama Astrophysical Observatory
75 Cet b,2012,270.6,,Radial Velocity,Okayama Astrophysical Observatory
omi UMa b,2012,179.1,,Radial Velocity,Okayama Astrophysical Observatory
omi CrB b,2012,276.5,,Radial Velocity,Okayama Astrophysical Observatory
WASP-42 b,2012,578.2,158.9,Transit,SuperWASP
Kepler-751 b,2016,2480.2,,Transit,Kepler
WASP-47 b,2012,863.6,357.0,Transit,SuperWASP
WASP-49 b,2012,634.5,126.8,Transit,SuperWASP
WASP-55 b,2012,970.2,186.2,Transit,SuperWASP
WASP-61 b,2012,1593.8,654.7,Transit,SuperWASP
WASP-62 b,2012,572.8,181.2,Transit,SuperWASP
WASP-63 b,2012,948.1,120.8,Transit,SuperWASP
WASP-66 b,2012,1631.6,753.3,Transit,SuperWASP
WASP-67 b,2012,618.0,133.5,Transit,SuperWASP
HAT-P-38 b,2012,832.4,84.9,Transit,HATNet
