name,year,dist_ly,mass_e,method,facility
bet UMi b,2014,126.5,,Radial Velocity,Bohyunsan Optical Astronomical Observatory
GJ 687 b,2014,14.8,,Radial Velocity,Lick Observatory
Kapteyn c,2014,12.8,,Radial Velocity,Multiple Observatories
HIP 105854 b,2014,256.5,,Radial Velocity,Multiple Observatories
CoRoT-24 b,2014,1929.4,5.7,Transit,CoRoT
CoRoT-24 c,2014,1929.4,28.0,Transit,CoRoT
OGLE-2008-BLG-355L b,2014,22178.6,1500.0,Microlensing,OGLE
Kepler-419 c,2014,3298.6,2320.1,Transit Timing Variations,Kepler
HATS-4 b,2014,1358.3,416.0,Transit,HATSouth
OGLE-2013-BLG-0341L B b,2014,3786.7,2.3,Microlensing,OGLE
XO-2 S b,2014,493.8,,Radial Velocity,Roque de los Muchachos Observatory
XO-2 S c,2014,493.8,,Radial Velocity,Roque de los Muchachos Observatory
HD 150706 b,2012,92.2,772.3,Radial Velocity,Haute-Provence Observatory
CoRoT-22 b,2014,2045.5,12.2,Transit,CoRoT
Kepler-412 b,2014,3542.8,294.6,Transit,Kepler
WASP-117 b,2014,515.2,87.6,Transit,SuperWASP
GJ 15 A b,2014,11.6,,Radial Velocity,W. M. Keck Observatory
WASP-104 b,2014,606.4,403.0,Transit,SuperWASP
WASP-106 b,2014,1148.7,606.7,Transit,SuperWASP
HD 14067 b,2014,463.2,4735.6,Radial Velocity,Okayama Astrophysical Observatory
HIP 67851 b,2015,209.1,,Radial Velocity,Multiple Observatories
HIP 67851 c,2015,209.1,2204.8,Radial Velocity,Multiple Observatories
HIP 97233 b,2014,333.6,7182.9,Radial Velocity,Multiple Observatories
WASP-94 A b,2014,688.9,143.7,Transit,SuperWASP
WASP-94 B b,2014,680.7,,Radial Velocity,SuperWASP
KIC 10001893 b,2014,5456.4,,Orbital Brightness Modulation,Kepler
KIC 10001893 c,2014,5456.4,,Orbital Brightness Modulation,Kepler
KIC 10001893 d,2014,5456.4,,Orbital Brightness Modulation,Kepler
Kepler-424 c,2014,2278.7,,Radial Velocity,McDonald Observatory
WASP-69 b,2014,162.9,82.6,Transit,SuperWASP
WASP-70 A b,2014,725.2,189.7,Transit,SuperWASP
WASP-84 b,2014,328.1,220.6,Transit,SuperWASP
TYC 1422-614-1 b,2014,2193.1,,Radial Velocity,Multiple Observatories
TYC 1422-614-1 c,2014,2193.1,,Radial Velocity,Multiple Observatories
OGLE-2008-BLG-092L b,2014,26418.6,57.0,Microlensing,OGLE
Kepler-289 d,2014,2297.6,4.0,Transit,Kepler
HD 5319 c,2014,396.0,,Radial Velocity,W. M. Keck Observatory
HD 10442 b,2014,441.5,,Radial Velocity,W. M. Keck Observatory
HD 75784 b,2014,278.6,,Radial Velocity,W. M. Keck Observatory
GJ 3293 b,2015,65.9,,Radial Velocity,La Silla Observatory
GJ 3293 c,2015,65.9,,Radial Velocity,La Silla Observatory
GJ 3341 b,2015,77.0,,Radial Velocity,La Silla Observatory
HIP 116454 b,2014,203.7,10.1,Transit,K2
HD 564 b,2014,166.9,,Radial Velocity,La Silla Observatory
HD 30669 b,2014,189.4,,Radial Velocity,La Silla Observatory
Kepler-755 b,2016,1301.5,,Transit,Kepler
HD 108341 b,2014,159.5,715.1,Radial Velocity,La Silla Observatory
HD 103720 b,2014,148.5,,Radial Velocity,La Silla Observatory
BD-11 4672 b,2014,88.6,,Radial Velocity,La Silla Observatory
OGLE-2013-BLG-0102L b,2014,10273.9,4400.0,Microlensing,OGLE
BD+49 828 b,2015,1441.7,,Radial Velocity,McDonald Observatory
HD 145934 b,2015,743.2,658.5,Radial Velocity,W. M. Keck Observatory
Kepler-445 d,2015,414.9,,Transit,Kepler
HD 95127 b,2015,2206.7,,Radial Velocity,McDonald Observatory
HD 216536 b,2015,1227.1,,Radial Velocity,McDonald Observatory
OGLE-2014-BLG-0124L b,2015,11415.5,206.6,Microlensing,OGLE
Kepler-1734 b,2021,4836.3,,Transit,Kepler
WASP-82 b,2015,899.1,394.1,Transit,SuperWASP
K2-3 b,2015,143.7,5.1,Transit,K2
K2-3 c,2015,143.7,3.3,Transit,K2
K2-3 d,2015,143.7,7.5,Transit,K2
OGLE-2011-BLG-0265L b,2015,11382.8,180.0,Microlensing,OGLE
WASP-20 b,2015,691.0,98.8,Transit,SuperWASP
HD 1605 b,2015,289.6,,Radial Velocity,Multiple Observatories
HD 1605 c,2015,289.6,,Radial Velocity,Multiple Observatories
HD 1666 b,2015,384.6,,Radial Velocity,Multiple Observatories
HD 67087 b,2015,249.6,,Radial Velocity,Multiple Observatories
Kepler-265 c,2014,4175.6,,Transit,Kepler
HD 67087 c,2015,249.6,,Radial Velocity,Multiple Observatories
CoRoT-28 b,2015,2499.0,153.8,Transit,CoRoT
CoRoT-29 b,2015,2630.5,267.0,Transit,CoRoT
HAT-P-54 b,2015,468.5,578.5,Transit,HATNet
HD 100546 b,2014,357.7,2701.5,Imaging,Paranal Observatory
Kepler-432 c,2015,2765.9,,Radial Velocity,Fred Lawrence Whipple Observatory
HATS-6 b,2015,552.2,101.4,Transit,HATSouth
HD 7924 c,2015,55.4,1762.7,Radial Velocity,W. M. Keck Observatory
HD 7924 d,2015,55.4,1568.2,Radial Velocity,W. M. Keck Observatory
HATS-9 b,2015,2083.2,266.0,Transit,HATSouth
HATS-10 b,2015,1744.6,167.2,Transit,HATSouth
alf Tau b,2015,66.6,,Radial Velocity,Multiple Observatories
2MASS J19383260+4603591 b,2015,1292.7,603.9,Eclipse Timing Variations,Kepler
MOA-2010-BLG-328L b,2013,4044.3,15.2,Microlensing,MOA
MOA-2011-BLG-262L b,2014,1826.5,0.5,Microlensing,MOA
HIP 65891 b,2015,490.2,1938.8,Radial Velocity,Multiple Observatories
HIP 107773 b,2015,343.1,,Radial Velocity,Multiple Observatories
KELT-7 b,2015,445.8,406.8,Transit,KELT
HAT-P-55 b,2015,1667.9,189.4,Transit,HATNet
HATS-8 b,2015,2591.8,46.1,Transit,HATSouth
WASP-74 b,2015,486.7,301.9,Transit,SuperWASP
WASP-83 b,2015,884.2,96.9,Transit,SuperWASP
WASP-89 b,2015,948.9,1875.2,Transit,SuperWASP
K2-4 b,2015,756.1,,Transit,K2
K2-5 b,2015,661.9,,Transit,K2
K2-5 c,2015,661.9,,Transit,K2
K2-6 b,2015,1033.3,,Transit,K2
K2-7 b,2015,2408.8,,Transit,K2
K2-8 b,2015,1316.1,,Transit,K2
K2-9 b,2015,270.6,,Transit,K2
K2-19 b,2015,945.3,28.5,Transit,K2
K2-19 c,2015,945.3,25.6,Transit,K2
K2-10 b,2015,888.3,25.2,Transit,K2
K2-11 b,2015,1074.1,,Transit,K2
K2-12 b,2015,1064.5,5.2,Transit,K2
K2-13 b,2015,1116.7,,Transit,K2
K2-14 b,2015,1187.4,,Transit,K2
K2-15 b,2015,1611.2,,Transit,K2
K2-16 b,2015,1092.5,,Transit,K2
K2-16 c,2015,1092.5,,Transit,K2
K2-17 b,2015,408.0,,Transit,K2
K2-18 b,2015,124.0,7.2,Transit,K2
HAT-P-56 b,2015,1045.8,734.2,Transit,HATNet
HD 219134 b,2015,21.3,4.7,Radial Velocity,Roque de los Muchachos Observatory
HD 219134 c,2015,21.3,4.4,Radial Velocity,Roque de los Muchachos Observatory
HD 219134 d,2015,21.3,16.2,Radial Velocity,Roque de los Muchachos Observatory
HATS-13 b,2015,1375.9,172.6,Transit,HATSouth
HATS-14 b,2015,1673.2,340.4,Transit,HATSouth
OGLE-2012-BLG-0563L b,2015,4240.0,123.0,Microlensing,OGLE
51 Eri b,2015,97.1,3464.3,Imaging,Gemini Observatory
KELT-8 b,2015,644.4,275.6,Transit,KELT
KELT-6 c,2015,785.1,,Radial Velocity,Multiple Observatories
HD 164595 b,2015,92.2,,Radial Velocity,Haute-Provence Observatory
K2-21 b,2015,272.8,,Transit,K2
K2-21 c,2015,272.8,,Transit,K2
K2-22 b,2015,795.3,445.0,Transit,K2
WASP-47 c,2015,863.6,447.0,Radial Velocity,La Silla Observatory
WASP-47 d,2015,863.6,13.3,Transit,K2
WASP-47 e,2015,863.6,7.1,Transit,K2
WASP-41 c,2015,532.8,,Radial Velocity,La Silla Observatory
HD 11755 b,2015,766.6,,Radial Velocity,Bohyunsan Optical Astronomical Observatory
HD 12648 b,2015,594.2,,Radial Velocity,Bohyunsan Optical Astronomical Observatory
HD 24064 b,2015,979.3,,Radial Velocity,Bohyunsan Optical Astronomical Observatory
8 UMi b,2015,530.2,,Radial Velocity,Bohyunsan Optical Astronomical Observatory
Kepler-453 b,2015,1444.4,16.0,Transit,Kepler
HAT-P-57 b,2015,912.8,448.1,Transit,HATNet
GJ 1132 b,2015,41.1,1.8,Transit,Cerro Tololo Inter-American Observatory
Kepler-757 b,2016,3485.6,,Transit,Kepler
HAT-P-50 b,2015,1681.2,431.9,Transit,HATNet
HAT-P-51 b,2015,1435.4,98.8,Transit,HATNet
HAT-P-52 b,2015,1177.9,259.7,Transit,HATNet
HAT-P-53 b,2015,2174.8,469.4,Transit,HATNet
HD 175607 b,2015,131.5,2456.2,Radial Velocity,La Silla Observatory
HD 219134 f,2015,21.3,7.3,Radial Velocity,Multiple Observatories
HD 219134 g,2015,21.3,,Radial Velocity,Multiple Observatories
HD 219134 h,2015,21.3,,Radial Velocity,Roque de los Muchachos Observatory
WASP-135 b,2015,972.6,603.9,Transit,SuperWASP
LkCa 15 c,2015,515.8,,Imaging,Large Binocular Telescope Observatory
Kepler-758 b,2016,4899.9,,Transit,Kepler
Kepler-454 c,2015,753.0,,Radial Velocity,Multiple Facilities
HD 95872 b,2015,235.5,,Radial Velocity,Multiple Facilities
psi1 Dra B b,2015,74.1,,Radial Velocity,McDonald Observatory
Wolf 1061 b,2015,14.0,,Radial Velocity,La Silla Observatory
Wolf 1061 c,2015,14.0,,Radial Velocity,La Silla Observatory
Wolf 1061 d,2015,14.0,,Radial Velocity,La Silla Observatory
KIC 3558849 b,2015,3965.1,,Transit,Kepler
KIC 8540376 b,2015,3497.4,,Transit,Kepler
KIC 8540376 c,2015,3497.4,,Transit,Kepler
Kepler-759 b,2016,3501.2,,Transit,Kepler
KIC 10525077 b,2015,4765.6,,Transit,Kepler
K2-25 b,2015,146.6,24.5,Transit,K2
HD 32963 b,2015,124.2,657.9,Radial Velocity,W. M. Keck Observatory
HD 33844 b,2015,345.0,,Radial Velocity,Anglo-Australian Telescope
HD 33844 c,2015,345.0,,Radial Velocity,Anglo-Australian Telescope
K2-26 b,2016,323.1,,Transit,K2
WASP-76 b,2016,634.2,292.4,Transit,SuperWASP
WASP-90 b,2016,1521.3,200.2,Transit,SuperWASP
HD 5583 b,2016,715.0,,Radial Velocity,Roque de los Muchachos Observatory
BD+15 2375 b,2016,2505.0,,Radial Velocity,Roque de los Muchachos Observatory
Pr0211 c,2016,595.9,,Radial Velocity,Roque de los Muchachos Observatory
HD 143105 b,2016,152.6,,Radial Velocity,Haute-Provence Observatory
HIP 109600 b,2016,216.4,,Radial Velocity,Haute-Provence Observatory
HD 35759 b,2016,232.4,,Radial Velocity,Haute-Provence Observatory
HIP 109384 b,2016,192.3,,Radial Velocity,Haute-Provence Observatory
HD 220842 b,2016,210.9,,Radial Velocity,Haute-Provence Observatory
HD 12484 b,2016,157.7,,Radial Velocity,Haute-Provence Observatory
HIP 65407 b,2016,201.5,,Radial Velocity,Haute-Provence Observatory
HIP 65407 c,2016,201.5,,Radial Velocity,Haute-Provence Observatory
HD 141399 b,2014,120.7,,Radial Velocity,Multiple Observatories
HD 141399 c,2014,120.7,,Radial Velocity,Multiple Observatories
HD 141399 d,2014,120.7,,Radial Velocity,Multiple Observatories
HD 141399 e,2014,120.7,,Radial Velocity,Multiple Observatories
KELT-4 A b,2016,711.2,286.0,Transit,KELT
HIP 8541 b,2016,505.9,1811.6,Radial Velocity,Multiple Observatories
HIP 74890 b,2016,256.5,,Radial Velocity,Multiple Observatories
KELT-14 b,2016,815.8,380.1,Transit,KELT-South
KELT-15 b,2016,1059.0,416.4,Transit,KELT-South
OGLE-2015-BLG-0966L b,2016,8153.9,21.0,Microlensing,OGLE
K2-29 b,2016,582.1,194.8,Transit,K2
HATS-17 b,2016,1305.7,425.3,Transit,HATSouth
MOA-2011-BLG-028L b,2016,24070.3,30.0,Microlensing,MOA
TYC 3667-1280-1 b,2016,1557.4,,Radial Velocity,McDonald Observatory
K2-30 b,2016,1086.2,184.0,Transit,K2
KELT-10 b,2016,614.5,215.8,Transit,KELT-South
OGLE-2012-BLG-0724L b,2016,21852.5,150.0,Microlensing,OGLE
K2-34 b,2016,1137.1,539.7,Transit,K2
WASP-119 b,2016,986.5,390.9,Transit,SuperWASP-South
WASP-124 b,2016,1463.3,183.4,Transit,SuperWASP-South
WASP-126 b,2016,706.2,89.0,Transit,SuperWASP-South
WASP-129 b,2016,983.2,317.8,Transit,SuperWASP-South
WASP-133 b,2016,1823.5,368.7,Transit,SuperWASP-South
Kepler-539 c,2016,1002.3,762.8,Transit Timing Variations,Kepler
HD 191806 b,2016,214.2,2966.6,Radial Velocity,Haute-Provence Observatory
HD 214823 b,2016,330.6,5914.8,Radial Velocity,Haute-Provence Observatory
HD 221585 b,2016,182.2,,Radial Velocity,Haute-Provence Observatory
Kepler-1647 b,2016,3954.5,483.0,Transit,Kepler
MOA-2013-BLG-605L b,2016,2804.9,3.2,Microlensing,MOA
HD 219828 c,2016,238.5,5102.4,Radial Velocity,Multiple Facilities
WASP-120 b,2016,1243.2,1541.5,Transit,SuperWASP
WASP-123 b,2016,645.8,285.7,Transit,SuperWASP
HATS-25 b,2016,1536.7,194.8,Transit,HATSouth
HATS-26 b,2016,2811.0,206.6,Transit,HATSouth
HATS-27 b,2016,2664.7,168.4,Transit,HATSouth
HATS-28 b,2016,1746.2,213.6,Transit,HATSouth
HATS-29 b,2016,1154.2,207.5,Transit,HATSouth
HATS-30 b,2016,1115.9,224.4,Transit,HATSouth
Kepler-502 b,2016,5189.3,,Transit,Kepler
WASP-121 b,2016,880.3,371.9,Transit,SuperWASP
MOA-2010-BLG-353L b,2015,20971.8,86.0,Microlensing,MOA
V830 Tau b,2016,424.4,222.5,Radial Velocity,Multiple Observatories
HATS-15 b,2016,3716.7,689.7,Transit,HATSouth
HATS-16 b,2016,2469.1,1039.3,Transit,HATSouth
WASP-157 b,2016,1089.5,182.4,Transit,SuperWASP
K2-38 b,2016,628.5,6.0,Transit,K2
K2-38 c,2016,628.5,8.3,Transit,K2
HIP 41378 b,2016,346.7,6.9,Transit,K2
HIP 41378 c,2016,346.7,4.4,Transit,K2
HIP 41378 d,2016,346.7,4.6,Transit,K2
HIP 41378 e,2016,346.7,12.0,Transit,K2
HIP 41378 f,2016,346.7,12.0,Transit,K2
NGC 2682 YBP 401 b,2016,2709.8,,Radial Velocity,La Silla Observatory
WASP-113 b,2016,1419.3,151.0,Transit,SuperWASP-North
WASP-114 b,2016,1706.9,562.2,Transit,SuperWASP-North
OGLE-2015-BLG-0954L b,2016,1956.9,1200.0,Microlensing,KMTNet
GJ 3998 b,2016,59.2,,Radial Velocity,Roque de los Muchachos Observatory
GJ 3998 c,2016,59.2,,Radial Velocity,Roque de los Muchachos Observatory
BD+20 594 b,2016,585.3,22.2,Transit,K2
Kepler-760 b,2016,2584.3,,Transit,Kepler
KIC 7917485 b,2016,4510.4,,Pulsation Timing Variations,Kepler
HD 87646 b,2016,240.0,,Radial Velocity,Apache Point Observatory
Proxima Cen b,2016,4.2,,Radial Velocity,European Southern Observatory
K2-95 b,2016,586.6,,Transit,K2
HD 3167 b,2016,154.2,5.0,Transit,K2
HD 3167 c,2016,154.2,9.8,Transit,K2
HD 133131 A b,2016,167.9,,Radial Velocity,Las Campanas Observatory
HD 133131 A c,2016,167.9,,Radial Velocity,Las Campanas Observatory
HD 133131 B b,2016,167.3,,Radial Velocity,Las Campanas Observatory
HR 2562 b,2016,110.9,6992.2,Imaging,Gemini Observatory
Kepler-266 b,2014,4470.9,,Transit,Kepler
KELT-17 b,2016,738.7,416.4,Transit,KELT
WASP-92 b,2016,1878.3,255.9,Transit,SuperWASP
WASP-93 b,2016,1207.7,467.2,Transit,SuperWASP
WASP-118 b,2016,1228.5,165.3,Transit,SuperWASP
HD 111998 b,2016,108.4,1525.6,Radial Velocity,La Silla Observatory
HAT-P-65 b,2016,2408.7,167.5,Transit,HATNet
HAT-P-66 b,2016,3051.0,248.9,Transit,HATNet
OGLE-2007-BLG-349L AB c,2016,9001.9,80.0,Microlensing,OGLE
HATS-11 b,2016,3080.9,263.8,Transit,HATSouth
HATS-12 b,2016,2433.6,759.6,Transit,HATSouth
GJ 676 A c,2016,52.3,4288.1,Radial Velocity,Paranal Observatory
OGLE-2015-BLG-0051L b,2016,26744.8,230.0,Microlensing,OGLE
Kepler-56 d,2016,2977.8,,Radial Velocity,Multiple Observatories
HD 42618 b,2016,79.4,,Radial Velocity,Multiple Observatories
HD 164922 c,2016,71.8,,Radial Velocity,Multiple Observatories
rho CrB c,2016,57.0,,Radial Velocity,Multiple Observatories
HATS-18 b,2016,2036.4,629.1,Transit,Multiple Observatories
OGLE-2012-BLG-0950L b,2016,9458.5,31.0,Microlensing,OGLE
OGLE-2014-BLG-1760L b,2016,23013.6,295.9,Microlensing,OGLE
HD 9174 b,2016,265.8,,Radial Velocity,Multiple Observatories
Kepler-761 b,2016,2709.4,,Transit,Kepler
HD 68402 b,2016,255.8,2510.8,Radial Velocity,Multiple Observatories
HD 72892 b,2016,227.4,,Radial Velocity,Multiple Observatories
HD 128356 b,2016,85.3,,Radial Velocity,Multiple Observatories
HD 147873 b,2016,355.7,,Radial Velocity,Multiple Observatories
HD 147873 c,2016,355.7,,Radial Velocity,Multiple Observatories
HD 165155 b,2016,206.6,,Radial Velocity,Multiple Observatories
HD 224538 b,2016,257.9,2075.7,Radial Velocity,Multiple Observatories
2MASS J22362452+4751425 b,2016,226.9,3972.9,Imaging,W. M. Keck Observatory
GJ 536 b,2016,34.0,,Radial Velocity,La Silla Observatory
WASP-130 b,2016,561.8,397.3,Transit,SuperWASP-South
WASP-131 b,2016,652.6,86.8,Transit,SuperWASP-South
WASP-132 b,2016,400.9,136.0,Transit,SuperWASP-South
WASP-139 b,2016,693.0,37.2,Transit,SuperWASP-South
WASP-140 b,2016,383.6,775.5,Transit,SuperWASP-South
WASP-141 b,2016,1684.7,855.0,Transit,SuperWASP-South
WASP-142 b,2016,2384.0,267.0,Transit,SuperWASP-South
HATS-31 b,2016,2524.4,279.7,Transit,HATSouth
HATS-32 b,2016,2430.2,292.4,Transit,HATSouth
HATS-33 b,2016,810.4,378.9,Transit,HATSouth
HATS-34 b,2016,1659.6,299.1,Transit,HATSouth
Kepler-418 b,2014,3269.8,349.6,Transit,Kepler
HATS-35 b,2016,1678.3,388.4,Transit,HATSouth
HD 86950 b,2016,684.4,,Radial Velocity,Multiple Observatories
HD 222076 b,2016,297.3,,Radial Velocity,Multiple Observatories
WASP-127 b,2016,520.2,52.3,Transit,SuperWASP
WASP-136 b,2016,898.8,479.9,Transit,SuperWASP
WASP-138 b,2016,1351.0,387.8,Transit,SuperWASP
K2-101 b,2016,614.2,,Transit,K2
K2-102 b,2016,613.7,,Transit,K2
EPIC 211822797 b,2016,607.3,,Transit,K2
OGLE-2014-BLG-0676L b,2016,8708.4,1169.6,Microlensing,OGLE
XO-6 b,2016,768.0,1398.5,Transit,XO
HD 30177 c,2016,181.3,1484.3,Radial Velocity,Multiple Observatories
EPIC 220674823 b,2016,797.7,8.5,Transit,K2
EPIC 220674823 c,2016,797.7,8.9,Transit,K2
K2-107 b,2017,2234.8,267.0,Transit,K2
WASP-53 b,2017,656.7,677.6,Transit,Multiple Facilities
WASP-53 c,2017,656.7,,Radial Velocity,Multiple Facilities
WASP-81 b,2017,1299.7,231.7,Transit,Multiple Facilities
TAP 26 b,2017,396.0,,Radial Velocity,Multiple Facilities
KELT-16 b,2017,1450.0,861.3,Transit,KELT
HD 106315 b,2017,356.7,10.5,Transit,K2
HD 106315 c,2017,356.7,12.0,Transit,K2
HD 17674 b,2017,144.9,,Radial Velocity,Haute-Provence Observatory
HD 42012 b,2017,120.0,,Radial Velocity,Haute-Provence Observatory
HD 29021 b,2017,101.1,1420.7,Radial Velocity,Haute-Provence Observatory
HATS-22 b,2017,748.6,870.9,Transit,HATSouth
Kepler-474 b,2016,2744.6,,Transit,Kepler
HATS-23 b,2017,2084.1,467.2,Transit,HATSouth
HATS-24 b,2017,1611.8,775.5,Transit,HATSouth
Kepler-20 g,2016,921.6,,Radial Velocity,Multiple Observatories
NGC 2682 Sand 978 b,2017,2680.7,,Radial Velocity,Multiple Observatories
GJ 3138 b,2017,92.9,,Radial Velocity,La Silla Observatory
GJ 3138 c,2017,92.9,,Radial Velocity,La Silla Observatory
GJ 3138 d,2017,92.9,,Radial Velocity,La Silla Observatory
GJ 3323 b,2017,17.5,,Radial Velocity,La Silla Observatory
GJ 3323 c,2017,17.5,,Radial Velocity,La Silla Observatory
GJ 273 b,2017,19.3,,Radial Velocity,La Silla Observatory
Kepler-768 b,2016,2558.9,,Transit,Kepler
GJ 273 c,2017,19.3,,Radial Velocity,La Silla Observatory
GJ 3293 d,2017,65.9,,Radial Velocity,La Silla Observatory
GJ 3293 e,2017,65.9,,Radial Velocity,La Silla Observatory
HAT-P-67 b,2017,1212.3,108.1,Transit,HATNet
Kepler-19 d,2017,712.9,22.5,Radial Velocity,Roque de los Muchachos Observatory
Kepler-150 f,2017,2906.4,,Transit,Kepler
Qatar-3 b,2017,2399.2,1369.8,Transit,Qatar
Qatar-4 b,2017,1073.2,1938.8,Transit,Qatar
Qatar-5 b,2017,1199.1,1373.0,Transit,Qatar
LHS 1140 b,2017,48.9,6.4,Transit,MEarth Project
HIP 67537 b,2017,378.5,4354.2,Radial Velocity,Multiple Observatories
KELT-18 b,2017,1048.2,375.0,Transit,KELT-North
KELT-12 b,2017,1200.4,301.9,Transit,KELT-North
KELT-11 b,2017,323.4,65.2,Transit,KELT-South
OGLE-2016-BLG-1195L b,2017,12752.7,1.4,Microlensing,OGLE
MOA-2016-BLG-227L b,2017,22504.8,1500.0,Microlensing,MOA
KELT-9 b,2017,666.8,915.3,Transit,KELT-North
HD 3167 d,2017,154.2,7.3,Radial Velocity,Multiple Observatories
HD 20794 e,2017,19.6,,Radial Velocity,La Silla Observatory
HD 27894 c,2017,142.9,,Radial Velocity,La Silla Observatory
HD 27894 d,2017,142.9,2063.7,Radial Velocity,La Silla Observatory
BD+03 2562 b,2017,3491.9,,Radial Velocity,Multiple Observatories
HD 177565 b,2017,55.2,,Radial Velocity,La Silla Observatory
MOA-2012-BLG-505L b,2017,23515.8,6.7,Microlensing,MOA
TYC 4282-00605-1 b,2017,1513.8,,Radial Velocity,Roque de los Muchachos Observatory
HIP 65426 b,2017,355.1,2860.5,Imaging,Paranal Observatory
WASP-167 b,2017,1381.4,2542.6,Transit,Multiple Observatories
K2-113 b,2017,2073.4,410.0,Transit,K2
tau Cet g,2017,11.8,,Radial Velocity,Multiple Observatories
tau Cet h,2017,11.8,,Radial Velocity,Multiple Observatories
tau Cet f,2017,11.8,,Radial Velocity,Multiple Observatories
WASP-91 b,2017,489.0,425.9,Transit,SuperWASP-South
WASP-105 b,2017,552.1,572.1,Transit,SuperWASP-South
WASP-107 b,2017,211.2,30.6,Transit,SuperWASP-South
YZ Cet b,2017,12.1,,Radial Velocity,La Silla Observatory
YZ Cet c,2017,12.1,,Radial Velocity,La Silla Observatory
YZ Cet d,2017,12.1,,Radial Velocity,La Silla Observatory
MOA-2012-BLG-006L b,2017,17286.3,2700.0,Microlensing,Multiple Observatories
CoRoT-32 b,2018,1880.9,47.7,Transit,CoRoT
OGLE-2016-BLG-0263L b,2017,21200.1,1300.0,Microlensing,OGLE
GJ 625 b,2017,21.1,,Radial Velocity,Multiple Observatories
HD 208897 b,2017,220.1,,Radial Velocity,Multiple Observatories
K2-117 c,2017,331.5,,Transit,K2
K2-118 b,2017,1049.3,,Transit,K2
K2-125 b,2017,404.9,,Transit,K2
K2-128 b,2017,373.9,,Transit,K2
K2-129 b,2017,90.7,,Transit,K2
K2-130 b,2017,384.9,,Transit,K2
K2-131 b,2017,497.4,6.5,Transit,K2
GJ 1148 c,2017,35.9,,Radial Velocity,Calar Alto Observatory
K2-132 b,2017,1989.0,155.7,Transit,K2
K2-133 b,2017,245.2,,Transit,K2
K2-133 c,2017,245.2,,Transit,K2
K2-133 d,2017,245.2,,Transit,K2
WASP-151 b,2017,1477.8,98.5,Transit,SuperWASP-South
WASP-153 b,2017,1990.1,124.0,Transit,SuperWASP
WASP-156 b,2017,398.1,42.0,Transit,SuperWASP
OGLE-2013-BLG-0132L b,2017,12720.1,92.0,Microlensing,OGLE
OGLE-2013-BLG-1721L b,2017,20547.8,200.0,Microlensing,OGLE
HD 34445 c,2017,150.3,,Radial Velocity,Multiple Observatories
HD 34445 d,2017,150.3,,Radial Velocity,Multiple Observatories
HD 34445 e,2017,150.3,,Radial Velocity,Multiple Observatories
HD 34445 f,2017,150.3,,Radial Velocity,Multiple Observatories
HD 34445 g,2017,150.3,,Radial Velocity,Multiple Observatories
MASCARA-1 b,2017,594.5,1176.0,Transit,Multiple Observatories
GJ 9827 b,2017,96.7,4.9,Transit,K2
GJ 9827 c,2017,96.7,1.9,Transit,K2
GJ 9827 d,2017,96.7,3.0,Transit,K2
KELT-20 b,2017,445.0,1074.9,Transit,KELT-North
NGTS-1 b,2017,711.4,258.1,Transit,Next-Generation Transit Survey (NGTS)
K2-136 b,2017,193.2,4.3,Transit,K2
K2-136 c,2017,193.2,18.1,Transit,K2
K2-136 d,2017,193.2,3.0,Transit,K2
K2-137 b,2017,322.5,158.9,Transit,K2
Ross 128 b,2017,11.0,,Radial Velocity,La Silla Observatory
HD 76920 b,2017,600.2,,Radial Velocity,Multiple Observatories
HD 40956 b,2017,380.3,,Radial Velocity,Multiple Observatories
HD 111591 b,2017,372.4,,Radial Velocity,Multiple Observatories
HD 113996 b,2017,379.4,,Radial Velocity,Bohyunsan Optical Astronomical Observatory
OGLE-2016-BLG-1190L b,2017,22080.8,4253.0,Microlensing,OGLE
OGLE-2016-BLG-0613L AB b,2017,10404.4,871.0,Microlensing,OGLE
K2-139 b,2017,501.8,123.0,Transit,K2
Kepler-80 g,2017,1205.0,0.1,Transit,Kepler
Kepler-90 i,2017,2766.6,,Transit,Kepler
K2-18 c,2017,124.0,,Radial Velocity,La Silla Observatory
HD 176986 b,2017,90.6,1487.8,Radial Velocity,Multiple Observatories
HD 176986 c,2017,90.6,2098.0,Radial Velocity,Multiple Observatories
GJ 3942 b,2017,55.2,,Radial Velocity,Roque de los Muchachos Observatory
Kepler-500 b,2016,2633.6,,Transit,Kepler
Kepler-269 b,2014,7362.4,,Transit,Kepler
PSR J2322-2650 b,2017,750.2,,Pulsar Timing,Parkes Observatory
K2-140 b,2017,1134.8,323.9,Transit,K2
HD 147379 b,2017,35.1,,Radial Velocity,Calar Alto Observatory
HATS-50 b,2017,2468.2,124.0,Transit,HATSouth
HATS-51 b,2017,1270.6,244.1,Transit,HATSouth
HATS-52 b,2017,1810.6,711.9,Transit,HATSouth
HATS-53 b,2017,1910.5,189.1,Transit,HATSouth
K2-138 b,2017,660.7,3.1,Transit,K2
K2-138 c,2017,660.7,6.3,Transit,K2
K2-138 d,2017,660.7,7.9,Transit,K2
Kepler-775 b,2016,1300.3,,Transit,Kepler
K2-138 e,2017,660.7,14.1,Transit,K2
K2-138 f,2017,660.7,1.6,Transit,K2
KELT-19 A b,2017,979.4,1293.6,Transit,KELT
K2-141 b,2018,201.8,5.0,Transit,K2
K2-141 c,2018,201.8,7.4,Transit,K2
HD 238914 b,2018,1694.2,,Radial Velocity,Multiple Observatories
